	Name	Symbol	urlName
	WeAreSatoshi	WSX	wearesatoshi
	VIVO	VIVO	vivo
	Bitzeny	ZNY	bitzeny
	Ellaism	ELLA	ellaism
	42-coin	42	42-coin
	I0Coin	I0C	i0coin
	Tidex Token	TDX	tidex-token
	NEVERDIE	NDC	neverdie
	Hat.Exchange	HAT	hat-exchange
	Speed Mining Service	SMS	speed-mining-service
	Emphy	EPY	emphy
	Magnet	symbolName[i](Magnet)	magnet
	EBCH	EBCH	ebitcoin-cash
	Live Stars	LIVE	live-stars
	Deutsche eMark	DEM	deutsche-emark
	Datarius Credit	DTRC	datarius-credit
	Origami	ORI	origami
	PopularCoin	POP	popularcoin
	Miners&#39; Reward Token	MRT	miners-reward-token
	Transcodium	TNS	transcodium
	Zero	ZER	zero
	Farad	FRD	farad
	Linx	LINX	linx
	Digitalcoin	DGC	digitalcoin
	Qvolta	QVT	qvolta
	Sovereign Hero	symbolName[i](Sovereign Hero)	sovereign-hero
	Earth Token	EARTH	earth-token
	Soma	SCT	soma
	Bitdeal	BDL	bitdeal
	DraftCoin	DFT	draftcoin
	Authorship	ATS	authorship
	bitJob	STU	student-coin
	BitWhite	BTW	bitwhite
	UnbreakableCoin	UNB	unbreakablecoin
	Megacoin	MEC	megacoin
	Shekel	JEW	shekel
	MarteXcoin	MXT	martexcoin
	Blocklancer	symbolName[i](Blocklancer)	blocklancer
	NuShares	NSR	nushares
	Innova	INN	innova
	Onix	ONX	onix
	SagaCoin	SAGA	sagacoin
	Kolion	KLN	kolion
	Plancoin	PLAN	plancoin
	EquiTrader	EQT	equitrader
	Wild Crypto	WILD	wild-crypto
	Legends Room	LGD	legends-room
	Fantasy Cash	FANS	fantasy-cash
	FundYourselfNow	FYN	fundyourselfnow
	Etheriya	RIYA	etheriya
	Zetacoin	ZET	zetacoin
	Unify	UNIFY	unify
	Fitrova	FRV	fitrova
	MAZA	MZC	mazacoin
	Advanced Technology Coin	ARC	arcticcoin
	DeusCoin	DEUS	deuscoin
	PetroDollar	XPD	petrodollar
	Numus	NMS	numus
	Dix Asset	DIX	dix-asset
	Moin	MOIN	moin
	Oceanlab	OCL	oceanlab
	ELTCOIN	ELTCOIN	eltcoin
	DCORP Utility	DRPU	drp-utility
	MCAP	MCAP	mcap
	Elcoin	EL	elcoin-el
	FlutterCoin	FLT	fluttercoin
	Rimbit	RBT	rimbit
	Suretly	SUR	suretly
	Equal	EQL	equal
	InflationCoin	IFLT	inflationcoin
	FujiCoin	FJC	fujicoin
	Qbic	QBIC	qbic
	Bitstar	BITS	bitstar
	InsaneCoin	INSN	insanecoin-insn
	Zilbercoin	ZBC	zilbercoin
	Cream	CRM	cream
	RouletteToken	RLT	roulettetoken
	WhaleCoin	WHL	whalecoin
	Bata	BTA	bata
	Guncoin	GUN	guncoin
	ArbitrageCT	ARCT	arbitragect
	Happycoin	HPC	happycoin
	Jetcoin	JET	jetcoin
	Mao Zedong	MAO	mao-zedong
	ProCurrency	PROC	procurrency
	GreenMed	GRMD	greenmed
	iTicoin	ITI	iticoin
	Leviar	XLC	leviar
	Veros	VRS	veros
	Minereum	MNE	minereum
	Bitsum	BSM	bitsum
	Startcoin	START	startcoin
	Vulcano	VULC	vulcano
	Centurion	CNT	centurion
	Elementrem	ELE	elementrem
	BriaCoin	BRIA	briacoin
	Bitair	BTCA	bitair
	Sugar Exchange	SGR	sugar-exchange
	Triangles	TRI	triangles
	Litecoin Plus	LCP	litecoin-plus
	Dashcoin	DSH	dashcoin
	ChessCoin	CHESS	chesscoin
	bitGold	BITGOLD	bitgold
	Cabbage	CAB	cabbage
	PlusCoin	symbolName[i](PlusCoin)	pluscoin
	Tigercoin	TGC	tigercoin
	Kubera Coin	KBR	kubera-coin
	CryptoCarbon	CCRB	cryptocarbon
	WavesGo	WGO	wavesgo
	Pakcoin	PAK	pakcoin
	CrowdCoin	symbolName[i](CrowdCoin)	crowdcoin
	Octanox	OTX	octanox
	CarTaxi Token	CTX	cartaxi-token
	CannaCoin	CCN	cannacoin
	PostCoin	POST	postcoin
	Manna	MANNA	manna
	Ethereum Gold	ETG	ethereum-gold
	TOKYO	TOKC	tokyo
	Theresa May Coin	MAY	theresa-may-coin
	Ammo Reloaded	AMMO	ammo-reloaded
	DigiCube	CUBE	digicube
	X-Coin	XCO	x-coin
	Octoin Coin	OCC	octoin-coin
	StarCash Network	STARS	starcash-network
	SpeedCash	SCS	speedcash
	OP Coin	OPC	op-coin
	8Bit	8BIT	8bit
	bitEUR	BITEUR	biteur
	Pascal Lite	PASL	pascal-lite
	Bitcoin Fast	BCF	bitcoinfast
	Tokugawa	TOK	tokugawa
	Steneum Coin	STN	steneum-coin
	Helleniccoin	symbolName[i](Helleniccoin)	helleniccoin
	Garlicoin	GRLC	garlicoin
	Coin(O)	CNO	coin
	Peerguess	GUESS	guess
	EagleCoin	EAGLE	eaglecoin
	BumbaCoin	BUMBA	bumbacoin
	Mincoin	MNC	mincoin
	Desire	DSR	desire
	Solarflarecoin	SFC	solarflarecoin
	HomeBlockCoin	HBC	homeblockcoin
	Fujinto	NTO	fujinto
	ExchangeN	EXN	exchangen
	Pioneer Coin	PCOIN	pioneer-coin
	Allion	ALL	allion
	BitAsean	BAS	bitasean
	VapersCoin	VPRC	vaperscoin
	BipCoin	BIP	bipcoin
	LiteBitcoin	symbolName[i](LiteBitcoin)	litebitcoin
	GeyserCoin	GSR	geysercoin
	Asiadigicoin	ADCN	asiadigicoin
	Coupecoin	COUPE	coupecoin
	Dollar Online	DOLLAR	dollar-online
	WomenCoin	WOMEN	women
	Vault Coin	VLTC	vault-coin
	Coimatic 3.0	CTIC3	coimatic-3
	HarmonyCoin	symbolName[i](HarmonyCoin)	harmonycoin-hmc
	POLY AI	AI	poly-ai
	Mixin	symbolName[i](Mixin)	mixin
	DEW	DEW	dew
	FairCoin	symbolName[i](FairCoin)	faircoin
	Lykke	LKK	lykke
	OracleChain	OCT	oraclechain
	Tao	XTO	tao
	Grid+	GRID	grid
	ERC20	ERC20	erc20
	The ChampCoin	TCC	the-champcoin
	Guaranteed Ethurance Token Extra	GETX	guaranteed-ethurance-token-extra
	Ecobit	ECOB	ecobit
	ICOS	ICOS	icos
	SRCOIN	SRCOIN	srcoin
	KiloCoin	KLC	kilocoin
	Hedge	HDG	hedge
	Sequence	SEQ	sequence
	AsiaCoin	AC	asiacoin
	APX	APX	apx
	Pluton	PLU	pluton
	Goodomy	GOOD	goodomy
	PoSW Coin	POSW	posw-coin
	Ties.DB	TIE	tiesdb
	LuckChain	BASH	luckchain
	E-coin	ECN	e-coin
	Ixcoin	IXC	ixcoin
	vSlice	VSL	vslice
	Mercury Protocol	GMT	mercury-protocol
	Uniform Fiscal Object	UFO	uniform-fiscal-object
	FlypMe	FYP	flypme
	Sexcoin	SXC	sexcoin
	IncaKoin	NKA	incakoin
	Ethbits	ETBS	ethbits
	imbrex	REX	imbrex
	Darcrus	DAR	darcrus
	SmileyCoin	SMLY	smileycoin
	Argentum	ARG	argentum
	Carboncoin	CARBON	carboncoin
	RussiaCoin	RC	russiacoin
	TrakInvest	TRAK	trakinvest
	808Coin	808	808coin
	EventChain	EVC	eventchain
	Kobocoin	KOBO	kobocoin
	The Cypherfunks	FUNK	the-cypherfunks
	EncryptoTel [WAVES]	symbolName[i](EncryptoTel [WAVES])	encryptotel
	NobleCoin	NOBL	noblecoin
	Canada eCoin	CDN	canada-ecoin
	Jesus Coin	JC	jesus-coin
	Orbitcoin	ORB	orbitcoin
	Bowhead	AHT	bowhead
	KekCoin	KEK	kekcoin
	WorldCoin	WDC	worldcoin
	Shorty	SHORTY	shorty
	Renos	RNS	renos
	Tigereum	TIG	tigereum
	Universe	UNI	universe
	PlatinumBAR	XPTX	platinumbar
	Masternodecoin	MTNC	masternodecoin
	Musiconomi	MCI	musiconomi
	InPay	INPAY	inpay
	Ethereum Movie Venture	EMV	ethereum-movie-venture
	Adzcoin	ADZ	adzcoin
	FLiK	FLIK	flik
	Woodcoin	LOG	woodcoin
	Unitus	UIS	unitus
	Monster Byte	MBI	monster-byte
	Fantomcoin	FCN	fantomcoin
	Global Jobcoin	GJC	global-jobcoin
	Dinastycoin	DCY	dinastycoin
	Machinecoin	MAC	machinecoin
	StarCredits	STRC	starcredits
	BitTokens	BXT	bittokens
	UniCoin	UNIC	unicoin
	Cryptonite	XCN	cryptonite
	Embers	MBRS	embers
	Zennies	ZENI	zennies
	MetalCoin	METAL	metalcoin
	NetCoin	symbolName[i](NetCoin)	netcoin
	Bitradio	BRO	bitradio
	Truckcoin	TRK	truckcoin
	Trollcoin	TROLL	trollcoin
	Aerium	AERM	aerium
	HoboNickels	HBN	hobonickels
	LanaCoin	LANA	lanacoin
	Netko	NETKO	netko
	bitSilver	BITSILVER	bitsilver
	Piggycoin	PIGGY	piggycoin
	ShadowCash	SDC	shadowcash
	Halcyon	HAL	halcyon
	AquariusCoin	ARCO	aquariuscoin
	Cashcoin	CASH	cashcoin
	QubitCoin	Q2C	qubitcoin
	Billionaire Token	XBL	billionaire-token
	Bit20	BTWTY	bit20
	PiplCoin	PIPL	piplcoin
	BTCtalkcoin	TALK	btctalkcoin
	Intelligent Trading Foundation	ITT	intelligent-trading-foundation
	Fastcoin	FST	fastcoin
	Accelerator Network	symbolName[i](Accelerator Network)	accelerator-network
	Growers International	GRWI	growers-international
	Bitcoin Scrypt	BTCS	bitcoin-scrypt
	Phoenixcoin	symbolName[i](Phoenixcoin)	phoenixcoin
	Skeincoin	SKC	skeincoin
	Digital Money Bits	DMB	digital-money-bits
	BritCoin	BRIT	britcoin
	bitBTC	BITBTC	bitbtc
	Opal	OPAL	opal
	Ethereum Cash	ECASH	ethereumcash
	Bitgem	symbolName[i](Bitgem)	bitgem
	TrumpCoin	TRUMP	trumpcoin
	iEthereum	IETH	iethereum
	TittieCoin	TTC	tittiecoin
	GlobalCoin	GLC	globalcoin
	Aricoin	ARI	aricoin
	BitBar	BTB	bitbar
	Nyancoin	NYAN	nyancoin
	Kurrent	KURT	kurrent
	TagCoin	TAG	tagcoin
	EthBet	EBET	ethbet
	Joulecoin	XJO	joulecoin
	BigUp	BIGUP	bigup
	UltraCoin	UTC	ultracoin
	Synergy	SNRG	synergy
	Regalcoin	REC	regalcoin
	ICO OpenLedger	ICOO	ico-openledger
	Motocoin	MOTO	motocoin
	PayCoin	XPY	paycoin2
	BlazeCoin	symbolName[i](BlazeCoin)	blazecoin
	WCOIN	WIN	wawllet
	HOdlcoin	HODL	hodlcoin
	TEKcoin	TEK	tekcoin
	VoteCoin	VOT	votecoin
	BlockPay	BLOCKPAY	blockpay
	AdCoin	symbolName[i](AdCoin)	adcoin
	CryptoInsight	TKR	trackr
	Newbium	NEWB	newbium
	Golfcoin	GOLF	golfcoin
	SuperCoin	SUPER	supercoin
	Ultimate Secure Cash	USC	ultimate-secure-cash
	IrishCoin	IRL	irishcoin
	DaxxCoin	DAXX	daxxcoin
	SmartCoin	SMC	smartcoin
	Senderon	SDRN	senderon
	Blakecoin	BLC	blakecoin
	Crystal Clear 	CCT	crystal-clear
	Bitz	BITZ	bitz
	Prototanium	PR	prototanium
	Impact	IMX	impact
	Phantomx	PNX	phantomx
	KushCoin	KUSH	kushcoin
	SpaceCoin	SPACE	spacecoin
	ParallelCoin	DUO	parallelcoin
	MojoCoin	MOJO	mojocoin
	Tattoocoin (Standard Edition)	TSE	tattoocoin
	PureVidz	VIDZ	purevidz
	ZoZoCoin	ZZC	zozocoin
	Sterlingcoin	SLG	sterlingcoin
	IslaCoin	ISL	islacoin
	Atomic Coin	ATOM	atomic-coin
	Marscoin	MARS	marscoin
	DROXNE	DRXNE	droxne
	Gapcoin	GAP	gapcoin
	Bitcoin Red	BTCRED	bitcoin-red
	Bitcurrency	BTCR	bitcurrency
	Philosopher Stones	PHS	philosopher-stones
	Titcoin	TIT	titcoin
	Escroco	ESC	escoro
	Mineum	MNM	mineum
	Cryptojacks	CJ	cryptojacks
	Evil Coin	EVIL	evil-coin
	LeaCoin	LEA	leacoin
	Joincoin	J	joincoin
	LiteBar	LTB	litebar
	iCoin	symbolName[i](iCoin)	icoin
	GlobalBoost-Y	BSTY	globalboost-y
	ReeCoin	REE	reecoin
	SecureCoin	SRC	securecoin
	Granite	GRN	granitecoin
	Nekonium	NUKO	nekonium
	C-Bit	XCT	c-bit
	Darsek	KED	darsek
	Freicoin	FRC	freicoin
	GoldBlocks	GB	goldblocks
	300 Token	300	300-token
	Ratecoin	XRA	ratecoin
	Emerald Crypto	EMD	emerald
	Safe Trade Coin	XSTC	safe-trade-coin
	BERNcash	BERN	berncash
	Ccore	CCO	ccore
	Datacoin	DTC	datacoin
	Sativacoin	STV	sativacoin
	CoinonatX	XCXT	coinonatx
	Grimcoin	GRIM	grimcoin
	Advanced Internet Blocks	AIB	advanced-internet-blocks
	GlobalToken	GLT	globaltoken
	Virtacoin	VTA	virtacoin
	NevaCoin	NEVA	nevacoin
	Swing	SWING	swing
	RonPaulCoin	RPC	ronpaulcoin
	ChanCoin	CHAN	chancoin
	SatoshiMadness	MAD	satoshimadness
	Influxcoin	INFX	influxcoin
	Bolivarcoin	BOLI	bolivarcoin
	OctoCoin	888	octocoin
	Scorecoin	SCORE	scorecoin
	RevolverCoin	XRE	revolvercoin
	MustangCoin	MST	mustangcoin
	DigitalDevelopersFund	DDF	digital-developers-fund
	FinCoin	FNC	fincoin
	Jin Coin	JIN	jin-coin
	Coin2.1	C2	coin2-1
	BoostCoin	BOST	boostcoin
	ParkByte	PKB	parkbyte
	Quatloo	QTL	quatloo
	SixEleven	611	sixeleven
	YENTEN	YTN	yenten
	Bankcoin	B@	bankcoin
	Crypto	CTO	crypto
	QuazarCoin	QCN	quazarcoin
	Rubies	RBIES	rubies
	RedCoin	symbolName[i](RedCoin)	redcoin
	Abjcoin	ABJ	abjcoin
	Catcoin	CAT	catcoin
	GameUnits	UNITS	gameunits
	Polcoin	symbolName[i](Polcoin)	polcoin
	Eternity	symbolName[i](Eternity)	eternity
	Firecoin	FIRE	firecoin
	Prime-XI	PXI	prime-xi
	Signatum	SIGT	signatum
	AmsterdamCoin	AMS	amsterdamcoin
	Eryllium	ERY	eryllium
	SecretCoin	SCRT	secretcoin
	PX	PX	px
	Zurcoin	ZUR	zurcoin
	Neuro	NRO	neuro
	TajCoin	TAJ	tajcoin
	BOAT	BOAT	doubloon
	Quebecoin	QBC	quebecoin
	Acoin	ACOIN	acoin
	Dalecoin	DALC	dalecoin
	Global Tour Coin	symbolName[i](Global Tour Coin)	global-tour-coin
	EcoCoin	ECO	ecocoin
	Network Token	NTWK	network-token
	MACRON	MCRN	macron
	SOILcoin	SOIL	soilcoin
	High Voltage	HVCO	high-voltage
	BROTHER	BRAT	brat
	Visio	VISIO	visio
	Beatcoin	XBTS	beatcoin
	Eurocoin	EUC	eurocoin
	SoonCoin	SOON	sooncoin
	Digital Rupees	DRS	digital-rupees
	Honey	HONEY	honey
	PoSToken	POS	postoken
	Californium	CF	californium
	BitQuark	BTQ	bitquark
	GoldPieces	GP	goldpieces
	FUNCoin	FUNC	funcoin
	Bitcoin Planet	BTPL	bitcoin-planet
	CompuCoin	CPN	compucoin
	Elysium	ELS	elysium
	PayCon	CON	paycon
	Ethereum Dark	ETHD	ethereum-dark
	Dollarcoin	DLC	dollarcoin
	Debitcoin	DBTC	debitcoin
	Trident Group	TRDT	trident
	JobsCoin	JOBS	jobscoin
	Money	$$$	money
	BenjiRolls	BENJI	benjirolls
	Useless Ethereum Token	UET	useless-ethereum-token
	Bitcoin 21	XBTC21	bitcoin-21
	Comet	symbolName[i](Comet)	comet
	BitCoal	COAL	bitcoal
	CacheCoin	CACH	cachecoin
	FuzzBalls	FUZZ	fuzzballs
	Marijuanacoin	MAR	marijuanacoin
	SongCoin	SONG	songcoin
	MindCoin	MND	mindcoin
	Virta Unique Coin	VUC	virta-unique-coin
	Flaxscript	FLAX	flaxscript
	Coinonat	CXT	coinonat
	AllSafe	ASAFE2	allsafe
	Shadow Token	SHDW	shadow-token
	Metal Music Coin	MTLMC3	metal-music-coin
	Jewels	JWL	jewels
	Gold Pressed Latinum	GPL	gold-pressed-latinum
	Bolenum	BLN	bolenum
	ZetaMicron	ZMC	zetamicron
	BnrtxCoin	BNX	bnrtxcoin
	GuccioneCoin	symbolName[i](GuccioneCoin)	guccionecoin
	JavaScript Token	JS	javascript-token
	DAPPSTER	DLISK	dappster
	Slevin	SLEVIN	slevin
	Credence Coin	CRDNC	credence-coin
	Roofs	ROOFS	roofs
	ICOBID	ICOB	icobid
	Master Swiscoin	MSCN	master-swiscoin
	GeertCoin	GEERT	geertcoin
	Luna Coin	LUNA	luna-coin
	Veltor	VLT	veltor
	PonziCoin	PONZI	ponzicoin
	Iconic	ICON	iconic
	Kronecoin	KRONE	kronecoin
	Independent Money System	IMS	independent-money-system
	KingN Coin	symbolName[i](KingN Coin)	kingn-coin
	MiloCoin	MILO	milocoin
	Zayedcoin	ZYD	zayedcoin
	Dreamcoin	DRM	dreamcoin
	ARbit	ARB	arbit
	Creatio	XCRE	creatio
	CryptoWorldX Token	CWXT	cryptoworldx-token
	HealthyWormCoin	WORM	healthywormcoin
	Cannation	CNNC	cannation
	PIECoin	PIE	piecoin
	Interzone	ITZ	interzone
	GlassCoin	GLS	glasscoin
	Litecred	LTCR	litecred
	ImpulseCoin	IMPS	impulsecoin
	VectorAI	VEC2	vector
	LetItRide	LIR	letitride
	LiteCoin Ultra	LTCU	litecoin-ultra
	PLNcoin	PLNC	plncoin
	RSGPcoin	RSGP	rsgpcoin
	Destiny	DES	destiny
	AnarchistsPrime	ACP	anarchistsprime
	PosEx	PEX	posex
	PlayerCoin	PLACO	playercoin
	Royal Kingdom Coin	RKC	royal-kingdom-coin
	Argus	ARGUS	argus
	PRCoin	PRC	prcoin
	Wild Beast Block	WBB	wild-beast-block
	Bitvolt	VOLT	bitvolt
	Save and Gain	SANDG	save-and-gain
	BowsCoin	BSC	bowscoin
	iBank	IBANK	ibank
	CrevaCoin	CREVA	crevacoin
	Artex Coin	symbolName[i](Artex Coin)	artex-coin
	BioBar	BIOB	biobar
	Rawcoin	XRC	rawcoin2
	NodeCoin	NODC	nodecoin
	Concoin	CONX	concoin
	Coimatic 2.0	CTIC2	coimatic-2
	Project-X	NANOX	project-x
	Ulatech	ULA	ulatech
	SocialCoin	SOCC	socialcoin-socc
	GBCGoldCoin	GBC	gbcgoldcoin
	Magnum	MGM	magnum
	LevoPlus	LVPS	levoplus
	Tristar Coin	TSTR	tristar-coin
	Ebittree Coin	EBT	ebittree-coin
	FuturXe	FXE	futurexe
	CK USD	CKUSD	ckusd
	ATMCoin	ATMC	atmcoin
	Penta	PNT	penta
	Seele	SEELE	seele
	ZIP	ZIP	zip
	OceanChain	OC	oceanchain
	TrustNote	TTT	trustnote
	Skrumble Network	SKM	skrumble-network
	Content and AD Network	symbolName[i](Content and AD Network)	content-and-ad-network
	Acute Angle Cloud	AAC	acute-angle-cloud
	Super Game Chain	SGCC	super-game-chain
	PCHAIN	PAI	pchain
	Kcash	KCASH	kcash
	Phantasma	SOUL	phantasma
	Libra Credit	LBA	libra-credit
	Content Neutrality Network	CNN	content-neutrality-network
	Tripio	TRIO	tripio
	Bezant	BZNT	bezant
	EduCoin	EDU	edu-coin
	Infinity Economics	symbolName[i](Infinity Economics)	infinity-economics
	OFCOIN	OF	ofcoin
	Pundi X	NPXS	pundi-x
	CoinMeet	MEET	coinmeet
	GoChain	GO	gochain
	Open Platform	OPEN	open-platform
	TRAXIA	TMT	traxia
	Noah Coin	NOAH	noah-coin
	Super Bitcoin	SBTC	super-bitcoin
	UnlimitedIP	UIP	unlimitedip
	RealChain	RCT	realchain
	StarChain	STC	starchain
	Molecular Future	MOF	molecular-future
	FuturoCoin	FTO	futurocoin
	Lightning Bitcoin	symbolName[i](Lightning Bitcoin)	lightning-bitcoin
	EJOY	EJOY	ejoy
	Couchain	COU	couchain
	Tezos (Pre-Launch)	XTZ	tezos
	Global Social Chain	GSC	global-social-chain
	United Bitcoin	UBTC	united-bitcoin
	Engine	EGCC	engine
	Intelligent Investment Chain	IIC	intelligent-investment-chain
	Filecoin [Futures]	FIL	filecoin
	Show	SHOW	show
	TopChain	TOPC	topchain
	Influence Chain	INC	influence-chain
	ChatCoin	CHAT	chatcoin
	MyToken	MT	mytoken
	Maggie	symbolName[i](Maggie)	maggie
	Endor Protocol	symbolName[i](Endor Protocol)	endor-protocol
	ValueChain	VLC	valuechain
	FairGame	symbolName[i](FairGame)	fairgame
	WETH	WETH	weth
	Freyrchain	FREC	freyrchain
	Level Up Coin	LUC	level-up
	InsurChain	INSUR	insurchain
	BitcoinX	BCX	bitcoinx
	Nexty	NTY	nexty
	Dragon Coins	DRG	dragon-coins
	Loopring [NEO]	LRN	loopring-neo
	Fargocoin	FRGC	fargocoin
	CFun	CFUN	cfun
	Dignity	DIG	dignity
	IPChain	IPC	ipchain
	Exchange Union	XUC	exchange-union
	KEY	symbolName[i](KEY)	key
	WINCOIN	WC	win-coin
	Shivom	OMX	shivom
	Bankera	BNK	bankera
	Cybereits	CRE	cybereits
	Rublix	RBLX	rublix
	HalalChain	HLC	halalchain
	RED	symbolName[i](RED)	red
	StockChain	SCC	stockchain
	iQuant	IQT	iquant
	Pixie Coin	symbolName[i](Pixie Coin)	pixie-coin
	Patron	PAT	patron
	Animation Vision Cash	AVH	animation-vision-cash
	BitSoar	BSR	bitsoar
	Aidos Kuneen	ADK	aidos-kuneen
	LightChain	LIGHT	lightchain
	Hurify	HUR	hurify
	Read	READ	read
	StarCoin	KST	starcointv
	COMSA [ETH]	symbolName[i](COMSA [ETH])	comsa-eth
	CashBet Coin	CBC	cashbet-coin
	SPINDLE	symbolName[i](SPINDLE)	spindle
	Ivy	IVY	ivy
	Monero Classic	XMC	monero-classic
	TraDove B2BCoin	BBC	b2bcoin
	MIRQ	MRQ	mirq
	COMSA [XEM]	symbolName[i](COMSA [XEM])	comsa-xem
	Electronic PK Chain	EPC	electronic-pk-chain
	SalPay	SAL	salpay
	Nectar	NEC	nectar
	Arbitracoin	ATC	arbitracoin
	Dascoin	DASC	dascoin
	Sphre AIR 	XID	sphre-air
	Paymon	PMNT	paymon
	Rhenium	XRH	rhenium
	REPO	REPO	repo
	CEEK VR	CEEK	ceek-vr
	BlockCDN	BCDN	blockcdn
	PikcioChain	PKC	pikciochain
	Powercoin	PWR	powercoin
	Lendroid Support Token	LST	lendroid-support-token
	Consensus	SEN	consensus
	XYO Network	XYO	xyo-network
	SegWit2x	B2X	segwit2x
	Cazcoin	CAZ	cazcoin
	BlockMesh	BMH	blockmesh
	Monero Original	XMO	monero-original
	Etherecash	ECH	etherecash
	Digix Gold Token	DGX	digix-gold-token
	SnipCoin	SNIP	snipcoin
	MEDX	MEDX	medx
	MSD	MSD	msd
	Cropcoin	CROP	cropcoin
	Ether Zero	ETZ	ether-zero
	Curriculum Vitae	CVH	curriculum-vitae
	Shopin	SHOP	shopin
	EmberCoin	EMB	embercoin
	AC3	AC3	ac3
	EtherDelta Token	EDT	etherdelta-token
	Amon	AMN	amon
	Swisscoin	SIC	swisscoin
	Infinitecoin	IFC	infinitecoin
	Vipstar Coin	VIPS	vipstar-coin
	EA Coin	EAG	ea-coin
	TerraNova	TER	terranova
	ZenGold	ZENGOLD	zengold
	Qube	QUBE	qube
	Decentralized Machine Learning	DML	decentralized-machine-learning
	SONO	SONO	altcommunity-coin
	Slothcoin	SLOTH	slothcoin
	Golos Gold	GBG	golos-gold
	Budbo	BUBO	budbo
	Hero	symbolName[i](Hero)	hero
	ContractNet	CNET	contractnet
	TeslaCoilCoin	TESLA	teslacoilcoin
	Internet of Things	XOT	internet-of-things
	First Bitcoin Capital	BITCF	first-bitcoin-capital
	President Johnson	GARY	president-johnson
	President Trump	PRES	president-trump
	WA Space	WA	wa-space
	Indicoin	INDI	indicoin
	Harvest Masternode Coin	HC	harvest-masternode-coin
	Pabyosi Coin (Special)	PCS	pabyosi-coin-special
	Hyper Pay	HPY	hyper-pay
	Sparks	SPK	sparks
	CryptopiaFeeShares	CEFS	cryptopiafeeshares
	EDRCoin	EDRC	edrcoin
	W3Coin	W3C	w3coin
	ClubCoin	CLUB	clubcoin
	DynamicCoin	DMC	dynamiccoin
	Animecoin	ANI	animecoin
	Alphabit	ABC	alphabitcoinfund
	Superior Coin	SUP	superior-coin
	Bank Coin	BANK	bank-coin
	Bitcoin God	GOD	bitcoin-god
	Ethereum Lite	ELITE	ethereum-lite
	Rupee	RUP	rupee
	StrikeBitClub	SBC	strikebitclub
	India Coin	INDIA	india-coin
	United Traders Token	UTT	uttoken
	CGC Token	CGC	cgc-token
	XTD Coin	XTD	xtd-coin
	Utrum	OOT	utrum
	MarxCoin	MARX	marxcoin
	Bela	BELA	belacoin
	NamoCoin	NAMO	namocoin
	SJWCoin	SJW	sjwcoin
	Wink	WINK	wink
	GOLD Reward Token	GRX	gold-reward-token
	CORION	COR	corion
	ERA	ERA	blakestar
	SHACoin	SHA	shacoin
	Francs	FRN	francs
	NumusCash	NUMUS	numuscash
	Quotient	XQN	quotient
	Sakuracoin	SKR	sakuracoin
	Akuya Coin	AKY	akuya-coin
	Royalties	XRY	royalties
	HODL Bucks	HDLB	hodl-bucks
	Cloud	CLD	cloud
	Cyder	CYDER	cyder
	Wi Coin	WIC	wi-coin
	RabbitCoin	RBBT	rabbitcoin
	BlazerCoin	BLAZR	blazercoin
	AvatarCoin	AV	avatarcoin
	BTCMoon	BTCM	btcmoon
	Cheapcoin	CHEAP	cheapcoin
	Cubits	symbolName[i](Cubits)	cubits
	Huncoin	symbolName[i](Huncoin)	huncoin
	TurboCoin	TURBO	turbocoin
	ZSEcoin	ZSE	zsecoin
	GrandCoin	GDC	grandcoin
	Antimatter	ANTX	antimatter
	EncryptoTel [ETH]	symbolName[i](EncryptoTel [ETH])	encryptotel-eth
	KlondikeCoin	KDC	klondikecoin
	FAPcoin	FAP	fapcoin
	Magnetcoin	MAGN	magnetcoin
	Donationcoin	DON	donationcoin
	Minex	MINEX	minex
	T-coin	TCOIN	t-coin
	CoffeeCoin	CFC	coffeecoin
	Birds	BIRDS	birds
	First Bitcoin	BIT	first-bitcoin
	STEX	STEX	stex
	GoldMaxCoin	GMX	goldmaxcoin
	Bastonet	BSN	bastonet
	Levocoin	LEVO	levocoin
	Protean	PRN	protean
	Qora	QORA	qora
	UGAIN	GAIN	ugain
	Regacoin	REGA	regacoin
	Axiom	AXIOM	axiom
	Runners	RUNNERS	runners
	PROUD Money	PROUD	proud-money
	PrismChain	PRM	prismchain
	Operand	OP	operand
	Primulon	PRIMU	primulon
	BetaCoin	symbolName[i](BetaCoin)	betacoin
	Halloween Coin	HALLO	halloween-coin
	ACChain	ACC	acchain
	High Gain	HIGH	high-gain
	Rcoin	symbolName[i](Rcoin)	rcoin
	NEO GOLD	NEOG	neo-gold
	BitSerial	BTE	bitserial
	UniversalRoyalCoin	UNRC	universalroyalcoin
	CryptCoin	CRYPT	cryptcoin
	eREAL	EREAL	ereal
	SuperNET	UNITY	supernet-unity
	PlexCoin	PLX	plexcoin
	Avoncoin	ACN	avoncoin
	Pirate Blocks	SKULL	pirate-blocks
	Storjcoin X	SJCX	storjcoin-x
	Dutch Coin	DUTCH	dutch-coin
	X2	X2	x2
	Cycling Coin	CYC	cycling-coin
	SISA	SISA	sisa
	Bitbase	BTBc	bitbase
	UNCoin	UNC	uncoin
	LandCoin	LDCN	landcoin
	LePen	LEPEN	lepen
	GameChain System	GCS	gamechain
	Tellurion	TELL	tellurion
	Smoke	SMOKE	smoke
	TopCoin	TOP	topcoin
	Hyper	HYPER	hyper
	Sharkcoin	SAK	sharkcoin
	EggCoin	EGG	eggcoin
